text,label,score,all_labels,all_scores,text_short
"GRI 302-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 36 weiteren Verbesserung der Umweltauswirkungen unserer Fabriken wirkten sich auch 2023 positiv auf die Entwick lung der spezifischen Umweltkennzahlen pro Fahrzeug aus. Die UEP verbesserte sich insgesamt deutlich von –37,4 % auf –44,2 %.",fragwürdige Nachhaltigkeitsaussage,0.3630034029483795,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.3630034029483795, 0.3560301959514618, 0.28096646070480347]",GRI 302-5 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | L
Umweltschutz in der Fertigung verankern: Zero Impact Factory Mit der Funktionalbereichsstrategie one.PRODUCTION planen wir die Produktion von morgen. Ressourceneinsatz und Emissionen der Standorte des Volkswagen Konzerns erfordern dabei besondere Aufmerksamkeit. Im Programm „Zero Impact Factory“ entwickeln wir konkrete Schritte hin zu einer nachhaltigeren Produktion. Die Vision dahinter ist eine Fabrik ohne negative Auswirkungen auf die Umwelt.,konkrete Maßnahme,0.7662194967269897,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.7662194967269897, 0.14303462207317352, 0.09074591845273972]",Umweltschutz in der Fertigung verankern: Zero Impact Factory Mit der Funktionalbereichsstrategie one.PRODUCTION planen wir die Produktion von morgen. 
"Seit 2022 wenden die Marken die dafür entwickelten Messmethoden und Steuerungsinstrumente an. Diese ermöglichen uns das Erfassen und Reduzieren der quantitativen Umweltauswir kungen unserer Produktionsstandorte insbesondere in den Handlungsfeldern Klimaschutz und Energie, Emissionen, Wasser und Abfall.",konkrete Maßnahme,0.5019415020942688,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5019415020942688, 0.2539865970611572, 0.24407196044921875]",Seit 2022 wenden die Marken die dafür entwickelten Messmethoden und Steuerungsinstrumente an. Diese ermöglichen uns das Erfassen und Reduzieren der qu
"Im Jahr 2023 wurde ein weiterer wichtiger Meilenstein er reicht: Im Rahmen einer internen Erprobungsphase werden an allen Standorten zur Fertigung von Pkw und leichten Nutzfahr zeugen nun 22 quantitative Umweltindikatoren – zum Beispiel CO2-Emissionen, Lösemittelemissionen, Frischwasserbedarf, Abwasserfrachten und verschiedene Abfallarten – gemessen und entsprechend ihrer Umweltrelevanz in sogenannte Impact Points umgerechnet.",konkrete Maßnahme,0.5395994186401367,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5395994186401367, 0.24874962866306305, 0.21165092289447784]",Im Jahr 2023 wurde ein weiterer wichtiger Meilenstein er reicht: Im Rahmen einer internen Erprobungsphase werden an allen Standorten zur Fertigung von
UMWELTENTLASTUNG PRODUKTION (UEP) 25 % 2010–2018 KLIMA- UND UMWELTSCHUTZ Strategische Reduzierung von Ressourcen und Emissionen 2010 2018 2022 2025 2050 UMWELTENTLASTUNG PRODUKTION (UEP) ZERO IMPACT FACTORY (ZIF) Strategische Reduzierung der absoluten Umweltauswirkungen der Produktion 45 % 2010–2025 global lokal Zero Impact Factory – ökologische Transformation der Konzernproduktion Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 37 Die „Zero Impact Factory“-Methodik soll ab 2025 das bisherige KPI-System der UEP ablösen.,konkrete Maßnahme,0.5146517157554626,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.5146517157554626, 0.27353379130363464, 0.21181446313858032]",UMWELTENTLASTUNG PRODUKTION (UEP) 25 % 2010–2018 KLIMA- UND UMWELTSCHUTZ Strategische Reduzierung von Ressourcen und Emissionen 2010 2018 2022 2025 20
"Damit erfolgt ein Wechsel von der Steuerung nach rein performanceorientierten und fahr zeugspezifischen Kennzahlen hin zu einer Reduzierung der ab soluten Umweltauswirkungen unserer Produktion. Unser Ziel: Bis 2050 streben wir einen „Zero Impact”-Status für alle Stand orte zur Fertigung von Pkw und leichten Nutzfahrzeugen an. Verantwortungsbewusster Umgang mit Wasser Wasser ist eine wertvolle Ressource, mit der wir möglichst schonend umgehen wollen.",konkrete Maßnahme,0.5081202387809753,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5081202387809753, 0.2595863938331604, 0.23229336738586426]",Damit erfolgt ein Wechsel von der Steuerung nach rein performanceorientierten und fahr zeugspezifischen Kennzahlen hin zu einer Reduzierung der ab sol
"Da wir diese Aspekte – trotz unserer Nachhaltigkeitsanforderungen an Lieferanten – nicht direkt beeinflussen können, fokussieren wir uns auf unsere eigenen Produktionsstätten. 50,6 % (rund 15,6 Mio. m3) unseres gesamten Frischwasserbedarfs zur Fertigung von Pkw und leichten Nutzfahrzeugen sind Standorten zuzuord nen, die in Risikozonen liegen. Das sind Gebiete mit Wasser mangel, wie zum Beispiel an unseren Standorten in Mexiko.",fragwürdige Nachhaltigkeitsaussage,0.5469938516616821,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.5469938516616821, 0.24019184708595276, 0.21281422674655914]","Da wir diese Aspekte – trotz unserer Nachhaltigkeitsanforderungen an Lieferanten – nicht direkt beeinflussen können, fokussieren wir uns auf unsere ei"
"Zum Programm gehörten Mitmachaktionen, Expertenvorträge sowie Workshops und Informationsangebote zu den Themen Dekarbonisierung, Energie, Biodiversität, Wasser, Abfall und Kreislaufwirtschaft. Um besonders innovative Umweltprojekte zu würdigen und den Bekanntheitsgrad der Initiative „Zero Impact Factory“ zu steigern, vergeben wir seit 2021 den „Zero Impact Factory Award“.",fragwürdige Nachhaltigkeitsaussage,0.38951560854911804,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.38951560854911804, 0.3321855664253235, 0.2782987654209137]","Zum Programm gehörten Mitmachaktionen, Expertenvorträge sowie Workshops und Informationsangebote zu den Themen Dekarbonisierung, Energie, Biodiversitä"
"In einem IT-gestützten System erfassen und katalo gisieren wir Maßnahmen, die wir für einen konzernweiten BestPractice-Austausch zur Verfügung stellen. Im Berichtsjahr wurden rund 1.540 umgesetzte Maßnahmen im Bereich Um welt und Energie über das System Maßnahmen@Web nach verfolgt und dokumentiert. Sie dienen der Verbesserung der Infrastruktur und der Produktionsprozesse von Pkw und leichten Nutzfahrzeugen und fließen beispielsweise in den Dekarbonisierungsindex (DKI) ein.",fragwürdige Nachhaltigkeitsaussage,0.41600653529167175,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.41600653529167175, 0.3325798809528351, 0.2514135539531708]","In einem IT-gestützten System erfassen und katalo gisieren wir Maßnahmen, die wir für einen konzernweiten BestPractice-Austausch zur Verfügung stellen"
"Einsatz für Biodiversität Die Herstellung und der Betrieb unserer Fahrzeuge haben durch Immissionen, Flächenverbrauch und Transport einen Ein fluss auf die Biodiversität – von der Rohstoffgewinnung über die Nutzungsphase bis zum Recycling. Volkswagen ist sich seiner Verantwortung bewusst und engagiert sich seit 2007 über Naturschutzprojekte für den Schutz und Erhalt der bio logischen Vielfalt. Als Gründungsmitglied der Initiative Bio diversity in Good Company e.",fragwürdige Nachhaltigkeitsaussage,0.49970969557762146,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.49970969557762146, 0.28046849370002747, 0.2198217809200287]","Einsatz für Biodiversität Die Herstellung und der Betrieb unserer Fahrzeuge haben durch Immissionen, Flächenverbrauch und Transport einen Ein fluss au"
Business and Biodiversity > Fortschrittsbericht der Volkswagen AG GRI 303-3 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 38 Im Rahmen des CBD und der 15. Weltnaturkonferenz (CBD COP 15) haben wir im Jahr 2022 unser Biodiversity Commit ment mit seinen sechs Handlungsfeldern weiter konkretisiert.,konkrete Maßnahme,0.6638086438179016,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6638086438179016, 0.18620263040065765, 0.14998872578144073]",Business and Biodiversity > Fortschrittsbericht der Volkswagen AG GRI 303-3 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Mensche
"Um die Biodiversität an den Produktionsstandorten transparent zu machen und schrittweise zu erhöhen, haben wir einen KPI Biodiversität und ein internes Bewertungstool entwickelt. Dieses berück sichtigt sowohl direkte Maßnahmen zur Erhöhung der Biodi versität am Standort als auch indirekte Maßnahmen wie die Integration von Biodiversität in die Strategie oder Kommuni kation.",vage Behauptung,0.3524067997932434,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.3524067997932434, 0.33251532912254333, 0.31507787108421326]","Um die Biodiversität an den Produktionsstandorten transparent zu machen und schrittweise zu erhöhen, haben wir einen KPI Biodiversität und ein interne"
"Beispiele für von uns unterstützte Naturschutzprojekte weltweit finden sich auf unserer Internetseite. www.volkswagen-group.com > Engagement Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 39 Kennzahlen Umwelt-Compliance-Management1 Einheit 2023 2022 Hinweise und Kommentare Umgesetzte Maßnahmen „Maßnahmen@Web“ Volkswagen Konzern Anzahl 1.540 1.431 davon Volkswagen AG Anzahl 567 466 Standorte mit ISO-14001-Zertifizierung oder EMAS-Validierung Volkswagen Konzern Anzahl 106 105 bezogen auf Mitarbeiterzahl in % 99,9 98,3 Mitarbeiterzahl an allen Produktions standorten konzernweit Volkswagen AG Anzahl 6 6 bezogen auf Mitarbeiterzahl in % 100 100 Mitarbeiterzahl an allen Produktions standorten der Volkswagen AG Standorte mit ISO-50001-Zertifizierung Volkswagen Konzern Anzahl 64 61 bezogen auf Endenergieverbrauch der Produktionsstandorte in % 88,5 80,0 Volkswagen AG Anzahl 6 6 bezogen auf Endenergieverbrauch der Produktionsstandorte in % 100 100 Umweltentlastung Produktion (UEP) | GRI 302-5 Volkswagen Konzern Pkw & leichte Nfz Veränderung UEP, gesamt in % –44,2 –37,4 Veränderung spezifischer Energiebedarf in % –21,0 –14,2 Veränderung spezifische CO2-Emissionen in % –51,0 –43,0 Veränderung spezifische VOC-Emissionen in % –68,7 –66,0 Veränderung spezifischer Wasserverbrauch in % –24,7 –17,3 Veränderung spezifischer Abfall zur Beseitigung in % –75,9 –68,5 nur produktionsspezifische Mengen Volkswagen AG Veränderung UEP, gesamt in % –21,1 –2,0 Veränderung spezifischer Energiebedarf in % –11,5 6,7 Veränderung spezifische CO2-Emissionen in % –23,7 3,8 Veränderung spezifische VOC-Emissionen in % –18,8 –15,2 Veränderung spezifischer Wasserverbrauch in % –10,2 13,1 Veränderung spezifischer Abfall zur Beseitigung in % –49,7 –37,0 nur produktionsspezifische Mengen 1 Scope: In der Konzernbetrachtung sind im Berichtsjahr folgende Standorte nicht enthalten: vier Service-Center von Scania (Johannesburg, Narasapura, Kuala Lumpur, Taoyuan City), ein Standort von MAN Truck & Bus SE (Serendah), ein Standort in China (Suzhou) sowie ein aktuell noch im Bau befindlicher Standort in China (Changchun) mit geplantem Produktionsstart zu Ende 2024.",vage Behauptung,0.34280630946159363,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.34280630946159363, 0.33657029271125793, 0.32062336802482605]",Beispiele für von uns unterstützte Naturschutzprojekte weltweit finden sich auf unserer Internetseite. www.volkswagen-group.com > Engagement Inhalt Un
"Daten für den Dezember des Berichtsjahres beruhen ggf. auf Schätzungen. Etwaige Schätzwerte des Vorjahres wurden bei der aktuellen Datenerhebung ersetzt. Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 40 Kennzahlen Umwelt-Compliance-Management1 Einheit 2023 2022 Hinweise und Kommentare Endenergieverbrauch gesamt2 | GRI 302-1, 302-3 Volkswagen Konzern in Mio.",fragwürdige Nachhaltigkeitsaussage,0.39152342081069946,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.39152342081069946, 0.3435197174549103, 0.26495689153671265]",Daten für den Dezember des Berichtsjahres beruhen ggf. auf Schätzungen. Etwaige Schätzwerte des Vorjahres wurden bei der aktuellen Datenerhebung erset
"MWh/a 0,67 0,75 VOC-Emissionen | GRI 305-7 Volkswagen Konzern in t/a 13.149 13.272 davon Pkw & leichte Nfz in t/a 11.636 11.808 davon Volkswagen AG in t/a 1.381 1.179 davon weitere Konzernbereiche in t/a 1.513 1.464 Volkswagen Konzern (spezifisch) in kg/Fzg 1,29 1,40 Pkw & leichte Nfz Volkswagen AG (spezifisch) in kg/Fzg 1,69 1,77 2 Die Kennzahlen enthalten unvollständige Daten der Standorte von MAN Truck & Bus SE.",fragwürdige Nachhaltigkeitsaussage,0.43110567331314087,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.43110567331314087, 0.3242546319961548, 0.24463973939418793]","MWh/a 0,67 0,75 VOC-Emissionen | GRI 305-7 Volkswagen Konzern in t/a 13.149 13.272 davon Pkw & leichte Nfz in t/a 11.636 11.808 davon Volkswagen AG in"
"Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 41 Kennzahlen Umwelt-Compliance-Management1 Einheit 2023 2022 Hinweise und Kommentare Wasserentnahme | GRI 303-3 Volkswagen Konzern in Mio. m3/a 37,41 39,18 davon Pkw & leichte Nfz in Mio. m3/a 30,84 31,63 davon Volkswagen AG in Mio. m3/a 3,51 3,62 davon weitere Konzernbereiche in Mio. m3/a 6,57 7,55 Volkswagen Konzern (spezifisch) in m3/Fzg 3,42 3,76 Pkw & leichte Nfz Volkswagen AG (spezifisch) in m3/Fzg 4,30 5,42 Wasserentnahme in Gebieten mit Wasserstress | GRI 303-3 Volkswagen Konzern in Mio. m3/a 16,36 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 davon Pkw & leichte Nfz in Mio. m3/a 15,61 16,06 davon Volkswagen AG in Mio. m3/a 0,00 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 davon weitere Konzernbereiche in Mio. m3/a 0,74 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 Wiederverwendetes Wasser3 Volkswagen Konzern in Mio. m3/a 3,88 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 davon Pkw & leichte Nfz in Mio. m3/a 3,82 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 davon Volkswagen AG in Mio. m3/a 0,37 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 davon weitere Konzernbereiche in Mio. m3/a 0,06 – erstmalige Aufnahme in den Nachhal tigkeitsbericht im Berichtsjahr 2023 Abfall zur Beseitigung (produktionsspezifisch) | GRI 306-5 Nicht gefährlicher Abfall Volkswagen Konzern in t/a 48.841 32.352 davon Pkw & leichte Nfz in t/a 15.123 17.680 davon Volkswagen AG in t/a 1.560 1.373 davon weitere Konzernbereiche in t/a 33.718 14.672 Volkswagen Konzern (spezifisch) in kg/Fzg 1,68 2,10 Pkw & leichte Nfz Volkswagen AG (spezifisch) in kg/Fzg 1,91 2,06 Gefährlicher Abfall Volkswagen Konzern in t/a 57.756 57.212 davon Pkw & leichte Nfz in t/a 35.546 44.095 davon Volkswagen AG in t/a 7.326 7.723 davon weitere Konzernbereiche in t/a 22.209 13.117 Volkswagen Konzern (spezifisch) in kg/Fzg 3,94 5,24 Pkw & leichte Nfz Volkswagen AG (spezifisch) in kg/Fzg 8,98 11,58 3 Die Kennzahlen enthalten keine Daten der Standorte von MAN Truck & Bus SE.",fragwürdige Nachhaltigkeitsaussage,0.38444945216178894,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.38444945216178894, 0.3390481173992157, 0.27650246024131775]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 42 Risikomanagement Risikomanagement als Frühwarnsystem Für den nachhaltigen Erfolg unseres Unternehmens ist es entscheidend, dass wir die Risiken und Chancen, die sich aus unserer Geschäftstätigkeit ergeben, frühzeitig erkennen und vorausschauend steuern.",konkrete Maßnahme,0.6060020923614502,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6060020923614502, 0.2808856666088104, 0.11311228573322296]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
Angemessene und wirksame Risikomanagement- und Interne Kontrollsysteme sind für uns deshalb von signifikanter Bedeutung. Risikomanagement- und Internes Kontrollsystem Der verantwortungsvolle Umgang mit Risiken wird bei uns durch ein umfassendes Risikomanagement- und Internes Kontrollsystem (RMS und IKS) unterstützt. Es definiert die wesentlichen Grundsätze und Elemente für unseren Konzern als Grundlage einer angemessenen und wirksamen Steuerung sowie Kontrolle wesentlicher Risiken.,vage Behauptung,0.49440455436706543,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.49440455436706543, 0.40768706798553467, 0.09790835529565811]",Angemessene und wirksame Risikomanagement- und Interne Kontrollsysteme sind für uns deshalb von signifikanter Bedeutung. Risikomanagement- und Interne
Dies umfasst Risiken mit Auswirkungen sowohl auf den Volkswagen Konzern als auch auf Umwelt und Gesellschaft. Damit ist es auch unmit telbar für die Bewertung von nichtfinanziellen Risiken anwend bar. Diese könnten bei der Verfolgung von Zielen und der Umsetzung von Maßnahmen in den Fokusbereichen unserer Konzernstrategie auftreten.,fragwürdige Nachhaltigkeitsaussage,0.6794437170028687,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.6794437170028687, 0.27279597520828247, 0.04776027798652649]",Dies umfasst Risiken mit Auswirkungen sowohl auf den Volkswagen Konzern als auch auf Umwelt und Gesellschaft. Damit ist es auch unmit telbar für die B
"Das Volkswagen Drei-Linien-Modell Aufsichtsrat/Vorstand Management Interne Revision Verantwortung, Berichterstattung Ausrichtung, Kommunikation, Koordination, Zusammenarbeit Delegation, Leitung, Ressourcen, Beaufsichtigung LINIE Gesellschaften und Bereiche LINIE Risikomanagement Compliance-Funktionen etc.",konkrete Maßnahme,0.4136064946651459,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.4136064946651459, 0.31380462646484375, 0.272588849067688]","Das Volkswagen Drei-Linien-Modell Aufsichtsrat/Vorstand Management Interne Revision Verantwortung, Berichterstattung Ausrichtung, Kommunikation, Koord"
LINIE Konzern-Revision Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 43 Die operativen Risikomanagement- und Internen Kontroll systeme der Konzerngesellschaften und -bereiche bilden die vorderste Linie. Das RMS und IKS ist integraler Bestandteil der Aufbau- und Ablauforganisation des Volkswagen Konzerns.,konkrete Maßnahme,0.5339223146438599,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5339223146438599, 0.32033443450927734, 0.1457432359457016]",LINIE Konzern-Revision Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und C
"Das Risikomanagement des Volkswagen Konzerns wird kon tinuierlich weiterentwickelt, um den stetig steigenden inter nen und externen Anforderungen im Bereich Unternehmens verantwortung Rechnung zu tragen. Risiken mit Bezug zu den Fokusthemen Risiken, die sich auf unsere Fokusbereiche beziehen, finden sowohl in der Methodik als auch in den Inhalten unseres RMS und IKS Berücksichtigung. Im standardisierten IKS werden sogenannte Master-Kontrollkataloge eingesetzt.",fragwürdige Nachhaltigkeitsaussage,0.38893675804138184,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.38893675804138184, 0.36683711409568787, 0.2442261427640915]","Das Risikomanagement des Volkswagen Konzerns wird kon tinuierlich weiterentwickelt, um den stetig steigenden inter nen und externen Anforderungen im B"
"Darüber hinaus werden Inhalte zum Fokusthema „Dekarbo nisierung“ beispielsweise im Master-Kontrollkatalog „Umwelt und Nachhaltigkeit“ über das Risiko „Die wesentlichen Um welt- und Nachhaltigkeitsrisiken unserer Produkte, Produktion und Dienstleistungen entlang des gesamten Lebenszyklus sind nicht/unzureichend identifiziert“ berücksichtigt.",fragwürdige Nachhaltigkeitsaussage,0.6832813024520874,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.6832813024520874, 0.18555974960327148, 0.1311589926481247]",Darüber hinaus werden Inhalte zum Fokusthema „Dekarbo nisierung“ beispielsweise im Master-Kontrollkatalog „Umwelt und Nachhaltigkeit“ über das Risiko 
"Beispiels weise sind Risiko-Cluster für Umweltrisiken, Emissionsrisiken, Compliance-Risiken beziehungsweise CO2-Risiken oder produktbezogene Risiken vorgegeben, die die Fokusthemen adressieren. Zu den Risiken, die sich auf unser finanzielles Ergebnis aus wirken können, gehören auch allgemeine Umweltrisiken sowie Risiken des Klimawandels.",fragwürdige Nachhaltigkeitsaussage,0.4614139795303345,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.4614139795303345, 0.30347514152526855, 0.23511089384555817]","Beispiels weise sind Risiko-Cluster für Umweltrisiken, Emissionsrisiken, Compliance-Risiken beziehungsweise CO2-Risiken oder produktbezogene Risiken v"
"Zu nennen sind hier beispielhaft Risiken, die aus unterschiedlichen CO2- und Emissionsvor gaben resultieren können, aber auch Wetterextreme, Stürme oder Überschwemmungen mit Auswirkungen auf Produktion, Infrastruktur und Lieferketten. Zur weiteren Absicherung der Lieferketten erweitern wir unsere Beschaffungssysteme, um unter anderem Abhängigkeiten beziehungsweise unzu reichende Substituierbarkeiten von Lieferanten frühzeitig zu erkennen und diesen entgegenzuwirken.",fragwürdige Nachhaltigkeitsaussage,0.7132580280303955,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.7132580280303955, 0.17944341897964478, 0.10729854553937912]","Zu nennen sind hier beispielhaft Risiken, die aus unterschiedlichen CO2- und Emissionsvor gaben resultieren können, aber auch Wetterextreme, Stürme od"
Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 44 Die Darstellung der aus Sicht des Volkswagen Konzerns re levanten Risiken erfolgt im Risiko- und Chancenbericht des Konzernlageberichts.,fragwürdige Nachhaltigkeitsaussage,0.42850708961486816,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.42850708961486816, 0.3318970501422882, 0.23959580063819885]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"Im Geschäftsjahr 2023 wurden weiter hin Risiken mit Bezug zur Einhaltung der Regulierungen zu CO2-Flottenemissionen in einzelnen Marken und Märkten identifiziert, die für den Volkswagen Konzern zu Abgaben führen können. Hierzu erfolgt eine nähere Darstellung im Risiko- und Chancenbericht unter der Überschrift „Umwelt schutzrechtliche Auflagen“ des Geschäftsberichts. Weitere Risiken können sich aus der gerichtlichen Geltendmachung von umweltpolitischen Zielvorstellungen ergeben.",fragwürdige Nachhaltigkeitsaussage,0.46011751890182495,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.46011751890182495, 0.3398439586162567, 0.20003847777843475]",Im Geschäftsjahr 2023 wurden weiter hin Risiken mit Bezug zur Einhaltung der Regulierungen zu CO2-Flottenemissionen in einzelnen Marken und Märkten id
"Geschäftsbericht 2023 > Risiko- und Chancenbericht Der Volkswagen Konzern erzeugt mit seiner Geschäftstätigkeit und seinen Produkten CO2-Emissionen. Wir bekennen uns zum Pariser Klimaschutzabkommen und richten unsere eigenen Aktivitäten am 1,5-Grad-Ziel aus. Bis 2050 beabsichtigen wir, ein bilanziell CO2-neutrales Unternehmen zu sein. Auch dafür wurde die Dekarbonisierung als Fokusbereich in der Konzernstrategie NEW AUTO fest verankert.",konkrete Maßnahme,0.3657117187976837,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.3657117187976837, 0.33454176783561707, 0.2997465133666992]",Geschäftsbericht 2023 > Risiko- und Chancenbericht Der Volkswagen Konzern erzeugt mit seiner Geschäftstätigkeit und seinen Produkten CO2-Emissionen. W
"Weitere Aus führungen zu den Auswirkungen, Zielen und Maßnahmen sind im Kapitel Dekarbonisierung zu finden. Dekarbonisierung Darüber hinaus sind keine weiteren wesentlichen Risiken im Sinne des § 289c Abs. 3 Nr. 4 HGB mit Bezug zu den Fokus themen identifiziert worden.",fragwürdige Nachhaltigkeitsaussage,0.4183482527732849,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4183482527732849, 0.35217753052711487, 0.22947420179843903]","Weitere Aus führungen zu den Auswirkungen, Zielen und Maßnahmen sind im Kapitel Dekarbonisierung zu finden. Dekarbonisierung Darüber hinaus sind keine"
Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 45 Gesellschaftliche Verantwortung weltweit wahrnehmen Als global agierendes Unternehmen und guter Corporate Citizen wollen wir weltweit gesellschaftliche Verantwortung wahrnehmen – an unseren Standorten und über diese hinaus.,vage Behauptung,0.36617961525917053,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.36617961525917053, 0.3316037356853485, 0.30221664905548096]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"Corporate Citizenship Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 46 Einmal im Jahr veranstalten wir in der Volkswagen AG einen zentralen Freiwilligentag, an dem ganze Teams und Organi sationseinheiten ihre Kräfte und Kompetenzen für spezifische Einsätze bei zivilgesellschaftlichen Organisationen oder Hilfswerken bündeln.",vage Behauptung,0.36635279655456543,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.36635279655456543, 0.32330214977264404, 0.3103450834751129]",Corporate Citizenship Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Co
